年月日,CAPM_Beta 一月,CAPM_Beta 二月,CAPM_Beta 三月,CAPM_Beta 六月,CAPM_Beta 九月,CAPM_Beta 一年,CAPM_Beta 二年,CAPM_Beta 三年,CAPM_Beta 五年
2026/03/25,0.1332,0.049,-0.0104,-0.0219,0.0238,0.1553,0.1566,0.1567,0.1883
