年月日,CAPM_Beta 一月,CAPM_Beta 二月,CAPM_Beta 三月,CAPM_Beta 六月,CAPM_Beta 九月,CAPM_Beta 一年,CAPM_Beta 二年,CAPM_Beta 三年,CAPM_Beta 五年
2026/03/25,1.3327,1.496,1.5282,1.5871,1.6381,1.446,1.3109,1.3417,1.2493
