年月日,CAPM_Beta 一月,CAPM_Beta 二月,CAPM_Beta 三月,CAPM_Beta 六月,CAPM_Beta 九月,CAPM_Beta 一年,CAPM_Beta 二年,CAPM_Beta 三年,CAPM_Beta 五年
2026/03/25,2.0237,1.9369,1.934,1.7986,1.7985,1.4692,1.3699,1.3635,1.226
