年月日,CAPM_Beta 一月,CAPM_Beta 二月,CAPM_Beta 三月,CAPM_Beta 六月,CAPM_Beta 九月,CAPM_Beta 一年,CAPM_Beta 二年,CAPM_Beta 三年,CAPM_Beta 五年
2026/03/25,0.571,0.4396,0.3683,0.2527,0.2381,0.5415,0.5629,0.563,0.6085
