年月日,CAPM_Beta 一月,CAPM_Beta 二月,CAPM_Beta 三月,CAPM_Beta 六月,CAPM_Beta 九月,CAPM_Beta 一年,CAPM_Beta 二年,CAPM_Beta 三年,CAPM_Beta 五年
2026/03/25,0.9776,1.0323,1.1048,1.201,1.26,1.1847,1.3031,1.3398,1.3361
